Longitude,Latitude,Time,anomaly
1.25E,88.75S,0000 16 Oct 2018,-4.883224
3.75E,88.75S,0000 16 Oct 2018,-4.567607
6.25E,88.75S,0000 16 Oct 2018,-4.76653
8.75E,88.75S,0000 16 Oct 2018,-4.967074
11.25E,88.75S,0000 16 Oct 2018,-5.268072
13.75E,88.75S,0000 16 Oct 2018,-5.493134
16.25E,88.75S,0000 16 Oct 2018,-5.422024
18.75E,88.75S,0000 16 Oct 2018,-5.527908
21.25E,88.75S,0000 16 Oct 2018,-5.627278
23.75E,88.75S,0000 16 Oct 2018,-5.62654
26.25E,88.75S,0000 16 Oct 2018,-5.757274
28.75E,88.75S,0000 16 Oct 2018,-5.884896
31.25E,88.75S,0000 16 Oct 2018,-5.999353
33.75E,88.75S,0000 16 Oct 2018,-6.184145
36.25E,88.75S,0000 16 Oct 2018,-6.319506
38.75E,88.75S,0000 16 Oct 2018,-6.168273
41.25E,88.75S,0000 16 Oct 2018,-6.164005
43.75E,88.75S,0000 16 Oct 2018,-6.10335
46.25E,88.75S,0000 16 Oct 2018,-5.901462
48.75E,88.75S,0000 16 Oct 2018,-5.905137
51.25E,88.75S,0000 16 Oct 2018,-6.052271
53.75E,88.75S,0000 16 Oct 2018,-6.097175
56.25E,88.75S,0000 16 Oct 2018,-6.79614
58.75E,88.75S,0000 16 Oct 2018,-6.913778
61.25E,88.75S,0000 16 Oct 2018,-6.886402
63.75E,88.75S,0000 16 Oct 2018,-6.860991
66.25E,88.75S,0000 16 Oct 2018,-6.842719
68.75E,88.75S,0000 16 Oct 2018,-6.832078
71.25E,88.75S,0000 16 Oct 2018,-6.8187
73.75E,88.75S,0000 16 Oct 2018,-6.802471
76.25E,88.75S,0000 16 Oct 2018,-6.817953
78.75E,88.75S,0000 16 Oct 2018,-6.849515
81.25E,88.75S,0000 16 Oct 2018,-6.853381
83.75E,88.75S,0000 16 Oct 2018,-6.986725
86.25E,88.75S,0000 16 Oct 2018,-6.982113
88.75E,88.75S,0000 16 Oct 2018,-6.987463
91.25E,88.75S,0000 16 Oct 2018,-7.012249
93.75E,88.75S,0000 16 Oct 2018,-7.012684
96.25E,88.75S,0000 16 Oct 2018,-7.016214
98.75E,88.75S,0000 16 Oct 2018,-7.019104
101.25E,88.75S,0000 16 Oct 2018,-7.076974
103.75E,88.75S,0000 16 Oct 2018,-6.287335
106.25E,88.75S,0000 16 Oct 2018,-6.212389
108.75E,88.75S,0000 16 Oct 2018,-6.13767
111.25E,88.75S,0000 16 Oct 2018,-6.15721
113.75E,88.75S,0000 16 Oct 2018,-6.407922
116.25E,88.75S,0000 16 Oct 2018,-6.564453
118.75E,88.75S,0000 16 Oct 2018,-6.609437
121.25E,88.75S,0000 16 Oct 2018,-6.655424
123.75E,88.75S,0000 16 Oct 2018,-6.575265
126.25E,88.75S,0000 16 Oct 2018,-6.467564
128.75E,88.75S,0000 16 Oct 2018,-6.354541
131.25E,88.75S,0000 16 Oct 2018,-6.264513
133.75E,88.75S,0000 16 Oct 2018,-6.727431
136.25E,88.75S,0000 16 Oct 2018,-6.938287
138.75E,88.75S,0000 16 Oct 2018,-6.885973
141.25E,88.75S,0000 16 Oct 2018,-6.95031
143.75E,88.75S,0000 16 Oct 2018,-6.858299
146.25E,88.75S,0000 16 Oct 2018,-6.897009
148.75E,88.75S,0000 16 Oct 2018,-6.900463
151.25E,88.75S,0000 16 Oct 2018,-6.741693
153.75E,88.75S,0000 16 Oct 2018,-6.573734
156.25E,88.75S,0000 16 Oct 2018,-6.56455
158.75E,88.75S,0000 16 Oct 2018,-7.031394
161.25E,88.75S,0000 16 Oct 2018,-7.363941
163.75E,88.75S,0000 16 Oct 2018,-7.35904
166.25E,88.75S,0000 16 Oct 2018,-7.232544
168.75E,88.75S,0000 16 Oct 2018,-7.249532
171.25E,88.75S,0000 16 Oct 2018,-7.120673
173.75E,88.75S,0000 16 Oct 2018,-7.128545
176.25E,88.75S,0000 16 Oct 2018,-7.143462
178.75E,88.75S,0000 16 Oct 2018,-7.31296
178.75W,88.75S,0000 16 Oct 2018,-7.774301
176.25W,88.75S,0000 16 Oct 2018,-7.812519
173.75W,88.75S,0000 16 Oct 2018,-7.861555
171.25W,88.75S,0000 16 Oct 2018,-10.20273
168.75W,88.75S,0000 16 Oct 2018,-10.21932
166.25W,88.75S,0000 16 Oct 2018,-10.35262
163.75W,88.75S,0000 16 Oct 2018,-10.53719
161.25W,88.75S,0000 16 Oct 2018,-10.69858
158.75W,88.75S,0000 16 Oct 2018,-10.70913
156.25W,88.75S,0000 16 Oct 2018,-10.87022
153.75W,88.75S,0000 16 Oct 2018,-10.89635
151.25W,88.75S,0000 16 Oct 2018,-10.92327
148.75W,88.75S,0000 16 Oct 2018,-11.08779
146.25W,88.75S,0000 16 Oct 2018,-11.1055
143.75W,88.75S,0000 16 Oct 2018,-11.26083
141.25W,88.75S,0000 16 Oct 2018,-11.26773
138.75W,88.75S,0000 16 Oct 2018,-11.26834
136.25W,88.75S,0000 16 Oct 2018,-11.27908
133.75W,88.75S,0000 16 Oct 2018,-11.28254
131.25W,88.75S,0000 16 Oct 2018,-11.40022
128.75W,88.75S,0000 16 Oct 2018,-11.51052
126.25W,88.75S,0000 16 Oct 2018,-11.47544
123.75W,88.75S,0000 16 Oct 2018,-11.82845
121.25W,88.75S,0000 16 Oct 2018,-11.83113
118.75W,88.75S,0000 16 Oct 2018,-11.73189
116.25W,88.75S,0000 16 Oct 2018,-11.67004
113.75W,88.75S,0000 16 Oct 2018,-11.60145
111.25W,88.75S,0000 16 Oct 2018,-11.52807
108.75W,88.75S,0000 16 Oct 2018,-11.46046
106.25W,88.75S,0000 16 Oct 2018,-11.40354
103.75W,88.75S,0000 16 Oct 2018,-11.35966
101.25W,88.75S,0000 16 Oct 2018,-11.31906
98.75W,88.75S,0000 16 Oct 2018,-11.28782
96.25W,88.75S,0000 16 Oct 2018,-11.27037
93.75W,88.75S,0000 16 Oct 2018,-11.26215
91.25W,88.75S,0000 16 Oct 2018,-11.24698
88.75W,88.75S,0000 16 Oct 2018,-11.02383
86.25W,88.75S,0000 16 Oct 2018,-11.16323
83.75W,88.75S,0000 16 Oct 2018,-11.19097
81.25W,88.75S,0000 16 Oct 2018,-10.78983
78.75W,88.75S,0000 16 Oct 2018,-10.69502
76.25W,88.75S,0000 16 Oct 2018,-10.69112
73.75W,88.75S,0000 16 Oct 2018,-10.68878
71.25W,88.75S,0000 16 Oct 2018,-10.40399
68.75W,88.75S,0000 16 Oct 2018,-10.42326
66.25W,88.75S,0000 16 Oct 2018,-10.31879
63.75W,88.75S,0000 16 Oct 2018,-10.38213
61.25W,88.75S,0000 16 Oct 2018,-10.42615
58.75W,88.75S,0000 16 Oct 2018,-4.489536
56.25W,88.75S,0000 16 Oct 2018,-4.488561
53.75W,88.75S,0000 16 Oct 2018,-4.6398
51.25W,88.75S,0000 16 Oct 2018,-4.802215
48.75W,88.75S,0000 16 Oct 2018,-4.698688
46.25W,88.75S,0000 16 Oct 2018,-4.669026
43.75W,88.75S,0000 16 Oct 2018,-4.650986
41.25W,88.75S,0000 16 Oct 2018,-4.488173
38.75W,88.75S,0000 16 Oct 2018,-4.335439
36.25W,88.75S,0000 16 Oct 2018,-4.094386
33.75W,88.75S,0000 16 Oct 2018,-4.016347
31.25W,88.75S,0000 16 Oct 2018,-4.65726
28.75W,88.75S,0000 16 Oct 2018,-4.516757
26.25W,88.75S,0000 16 Oct 2018,-4.391013
23.75W,88.75S,0000 16 Oct 2018,-4.315939
21.25W,88.75S,0000 16 Oct 2018,-4.279278
18.75W,88.75S,0000 16 Oct 2018,-4.238839
16.25W,88.75S,0000 16 Oct 2018,-4.224545
13.75W,88.75S,0000 16 Oct 2018,-4.413047
11.25W,88.75S,0000 16 Oct 2018,-4.624333
8.75W,88.75S,0000 16 Oct 2018,-4.826077
6.25W,88.75S,0000 16 Oct 2018,-4.893708
3.75W,88.75S,0000 16 Oct 2018,-5.106368
1.25W,88.75S,0000 16 Oct 2018,-4.837975
1.25E,86.25S,0000 16 Oct 2018,-1.324759
3.75E,86.25S,0000 16 Oct 2018,-1.99215
6.25E,86.25S,0000 16 Oct 2018,-2.424051
8.75E,86.25S,0000 16 Oct 2018,-2.976527
11.25E,86.25S,0000 16 Oct 2018,-3.236681
13.75E,86.25S,0000 16 Oct 2018,-3.331054
16.25E,86.25S,0000 16 Oct 2018,-3.090933
18.75E,86.25S,0000 16 Oct 2018,-3.075046
21.25E,86.25S,0000 16 Oct 2018,-3.112195
23.75E,86.25S,0000 16 Oct 2018,-3.186351
26.25E,86.25S,0000 16 Oct 2018,-3.49922
28.75E,86.25S,0000 16 Oct 2018,-3.821757
31.25E,86.25S,0000 16 Oct 2018,-4.032744
33.75E,86.25S,0000 16 Oct 2018,-4.554898
36.25E,86.25S,0000 16 Oct 2018,-4.961975
38.75E,86.25S,0000 16 Oct 2018,-4.441914
41.25E,86.25S,0000 16 Oct 2018,-3.866935
43.75E,86.25S,0000 16 Oct 2018,-4.267813
46.25E,86.25S,0000 16 Oct 2018,-4.440607
48.75E,86.25S,0000 16 Oct 2018,-4.907195
51.25E,86.25S,0000 16 Oct 2018,-5.152881
53.75E,86.25S,0000 16 Oct 2018,-5.278834
56.25E,86.25S,0000 16 Oct 2018,-5.469954
58.75E,86.25S,0000 16 Oct 2018,-5.648309
61.25E,86.25S,0000 16 Oct 2018,-5.718554
63.75E,86.25S,0000 16 Oct 2018,-5.728261
66.25E,86.25S,0000 16 Oct 2018,-5.698713
68.75E,86.25S,0000 16 Oct 2018,-5.848636
71.25E,86.25S,0000 16 Oct 2018,-5.701405
73.75E,86.25S,0000 16 Oct 2018,-5.678262
76.25E,86.25S,0000 16 Oct 2018,-5.781219
78.75E,86.25S,0000 16 Oct 2018,-5.806612
81.25E,86.25S,0000 16 Oct 2018,-5.75254
83.75E,86.25S,0000 16 Oct 2018,-5.812901
86.25E,86.25S,0000 16 Oct 2018,-5.99858
88.75E,86.25S,0000 16 Oct 2018,-5.916386
91.25E,86.25S,0000 16 Oct 2018,-6.143564
93.75E,86.25S,0000 16 Oct 2018,-6.254074
96.25E,86.25S,0000 16 Oct 2018,-6.442101
98.75E,86.25S,0000 16 Oct 2018,-6.495471
101.25E,86.25S,0000 16 Oct 2018,-6.663765
103.75E,86.25S,0000 16 Oct 2018,-0.07436199
106.25E,86.25S,0000 16 Oct 2018,-0.1897592
108.75E,86.25S,0000 16 Oct 2018,-0.1639919
111.25E,86.25S,0000 16 Oct 2018,0.05390377
113.75E,86.25S,0000 16 Oct 2018,0.1203353
116.25E,86.25S,0000 16 Oct 2018,0.1932412
118.75E,86.25S,0000 16 Oct 2018,0.01856613
121.25E,86.25S,0000 16 Oct 2018,-5.660384
123.75E,86.25S,0000 16 Oct 2018,-5.555617
126.25E,86.25S,0000 16 Oct 2018,-4.987847
128.75E,86.25S,0000 16 Oct 2018,-5.131985
131.25E,86.25S,0000 16 Oct 2018,-5.218218
133.75E,86.25S,0000 16 Oct 2018,-4.802341
136.25E,86.25S,0000 16 Oct 2018,-4.541747
138.75E,86.25S,0000 16 Oct 2018,-4.148903
141.25E,86.25S,0000 16 Oct 2018,-3.854297
143.75E,86.25S,0000 16 Oct 2018,-3.737365
146.25E,86.25S,0000 16 Oct 2018,-2.228555
148.75E,86.25S,0000 16 Oct 2018,-1.581818
151.25E,86.25S,0000 16 Oct 2018,-0.07541659
153.75E,86.25S,0000 16 Oct 2018,0.1586602
156.25E,86.25S,0000 16 Oct 2018,0.2369242
158.75E,86.25S,0000 16 Oct 2018,1.000716
161.25E,86.25S,0000 16 Oct 2018,1.82867
163.75E,86.25S,0000 16 Oct 2018,3.199612
166.25E,86.25S,0000 16 Oct 2018,4.055094
168.75E,86.25S,0000 16 Oct 2018,4.863579
171.25E,86.25S,0000 16 Oct 2018,6.846367
173.75E,86.25S,0000 16 Oct 2018,8.283626
176.25E,86.25S,0000 16 Oct 2018,9.414289
178.75E,86.25S,0000 16 Oct 2018,9.305313
178.75W,86.25S,0000 16 Oct 2018,8.921865
176.25W,86.25S,0000 16 Oct 2018,10.42942
173.75W,86.25S,0000 16 Oct 2018,11.71058
171.25W,86.25S,0000 16 Oct 2018,-16.21114
168.75W,86.25S,0000 16 Oct 2018,-16.80098
166.25W,86.25S,0000 16 Oct 2018,-16.85366
163.75W,86.25S,0000 16 Oct 2018,-17.08389
161.25W,86.25S,0000 16 Oct 2018,-17.89771
158.75W,86.25S,0000 16 Oct 2018,-18.3612
156.25W,86.25S,0000 16 Oct 2018,-18.91301
153.75W,86.25S,0000 16 Oct 2018,-19.42165
151.25W,86.25S,0000 16 Oct 2018,-19.99248
148.75W,86.25S,0000 16 Oct 2018,-20.56559
146.25W,86.25S,0000 16 Oct 2018,-20.72481
143.75W,86.25S,0000 16 Oct 2018,-21.29033
141.25W,86.25S,0000 16 Oct 2018,-21.94201
138.75W,86.25S,0000 16 Oct 2018,-22.74229
136.25W,86.25S,0000 16 Oct 2018,-22.87343
133.75W,86.25S,0000 16 Oct 2018,-23.60612
131.25W,86.25S,0000 16 Oct 2018,-23.61701
128.75W,86.25S,0000 16 Oct 2018,-22.22068
126.25W,86.25S,0000 16 Oct 2018,-22.48217
123.75W,86.25S,0000 16 Oct 2018,-22.29973
121.25W,86.25S,0000 16 Oct 2018,-22.65602
118.75W,86.25S,0000 16 Oct 2018,-23.02783
116.25W,86.25S,0000 16 Oct 2018,-22.21646
113.75W,86.25S,0000 16 Oct 2018,-21.77668
111.25W,86.25S,0000 16 Oct 2018,-21.21587
108.75W,86.25S,0000 16 Oct 2018,-20.6131
106.25W,86.25S,0000 16 Oct 2018,-20.18223
103.75W,86.25S,0000 16 Oct 2018,-19.71879
101.25W,86.25S,0000 16 Oct 2018,-19.23034
98.75W,86.25S,0000 16 Oct 2018,-18.80899
96.25W,86.25S,0000 16 Oct 2018,-18.53601
93.75W,86.25S,0000 16 Oct 2018,-18.26207
91.25W,86.25S,0000 16 Oct 2018,-17.80109
88.75W,86.25S,0000 16 Oct 2018,-17.80229
86.25W,86.25S,0000 16 Oct 2018,-17.45382
83.75W,86.25S,0000 16 Oct 2018,-16.64405
81.25W,86.25S,0000 16 Oct 2018,-16.02661
78.75W,86.25S,0000 16 Oct 2018,-15.45693
76.25W,86.25S,0000 16 Oct 2018,-15.30292
73.75W,86.25S,0000 16 Oct 2018,-15.22684
71.25W,86.25S,0000 16 Oct 2018,-15.06194
68.75W,86.25S,0000 16 Oct 2018,-14.78156
66.25W,86.25S,0000 16 Oct 2018,-14.66038
63.75W,86.25S,0000 16 Oct 2018,-14.42628
61.25W,86.25S,0000 16 Oct 2018,-14.26693
58.75W,86.25S,0000 16 Oct 2018,-14.08947
56.25W,86.25S,0000 16 Oct 2018,-2.329819
53.75W,86.25S,0000 16 Oct 2018,-2.447491
51.25W,86.25S,0000 16 Oct 2018,-2.202394
48.75W,86.25S,0000 16 Oct 2018,-2.106054
46.25W,86.25S,0000 16 Oct 2018,-1.960743
43.75W,86.25S,0000 16 Oct 2018,-1.738626
41.25W,86.25S,0000 16 Oct 2018,-1.74724
38.75W,86.25S,0000 16 Oct 2018,-1.335847
36.25W,86.25S,0000 16 Oct 2018,-0.8380775
33.75W,86.25S,0000 16 Oct 2018,-1.057698
31.25W,86.25S,0000 16 Oct 2018,-1.743722
28.75W,86.25S,0000 16 Oct 2018,-2.317358
26.25W,86.25S,0000 16 Oct 2018,-1.552544
23.75W,86.25S,0000 16 Oct 2018,-0.39531
21.25W,86.25S,0000 16 Oct 2018,-0.7945853
18.75W,86.25S,0000 16 Oct 2018,-1.489811
16.25W,86.25S,0000 16 Oct 2018,-1.860563
13.75W,86.25S,0000 16 Oct 2018,-1.292096
11.25W,86.25S,0000 16 Oct 2018,-0.7317159
8.75W,86.25S,0000 16 Oct 2018,-1.370653
6.25W,86.25S,0000 16 Oct 2018,-1.730409
3.75W,86.25S,0000 16 Oct 2018,-2.229578
1.25W,86.25S,0000 16 Oct 2018,-1.63936
1.25E,83.75S,0000 16 Oct 2018,1.865512
3.75E,83.75S,0000 16 Oct 2018,0.8195345
6.25E,83.75S,0000 16 Oct 2018,-0.07333326
8.75E,83.75S,0000 16 Oct 2018,-0.5186886
11.25E,83.75S,0000 16 Oct 2018,-0.3116017
13.75E,83.75S,0000 16 Oct 2018,-0.115811
16.25E,83.75S,0000 16 Oct 2018,0.1252484
18.75E,83.75S,0000 16 Oct 2018,-0.1742025
21.25E,83.75S,0000 16 Oct 2018,-0.4422658
23.75E,83.75S,0000 16 Oct 2018,-0.7372267
26.25E,83.75S,0000 16 Oct 2018,-1.837807
28.75E,83.75S,0000 16 Oct 2018,-2.81691
31.25E,83.75S,0000 16 Oct 2018,-3.205383
33.75E,83.75S,0000 16 Oct 2018,-3.14379
36.25E,83.75S,0000 16 Oct 2018,-2.398397
38.75E,83.75S,0000 16 Oct 2018,-2.571342
41.25E,83.75S,0000 16 Oct 2018,-1.963715
43.75E,83.75S,0000 16 Oct 2018,-2.519196
46.25E,83.75S,0000 16 Oct 2018,-2.49499
48.75E,83.75S,0000 16 Oct 2018,-3.039611
51.25E,83.75S,0000 16 Oct 2018,-3.24367
53.75E,83.75S,0000 16 Oct 2018,-3.308917
56.25E,83.75S,0000 16 Oct 2018,-3.270281
58.75E,83.75S,0000 16 Oct 2018,-3.240892
61.25E,83.75S,0000 16 Oct 2018,-2.824777
63.75E,83.75S,0000 16 Oct 2018,-2.749911
66.25E,83.75S,0000 16 Oct 2018,-2.982004
68.75E,83.75S,0000 16 Oct 2018,-3.598425
71.25E,83.75S,0000 16 Oct 2018,-3.971787
73.75E,83.75S,0000 16 Oct 2018,-4.183536
76.25E,83.75S,0000 16 Oct 2018,-4.796454
78.75E,83.75S,0000 16 Oct 2018,-5.159758
81.25E,83.75S,0000 16 Oct 2018,-5.180882
83.75E,83.75S,0000 16 Oct 2018,-5.548986
86.25E,83.75S,0000 16 Oct 2018,-5.620239
88.75E,83.75S,0000 16 Oct 2018,-5.520833
91.25E,83.75S,0000 16 Oct 2018,-5.489871
93.75E,83.75S,0000 16 Oct 2018,0.1529937
96.25E,83.75S,0000 16 Oct 2018,-0.6853952
98.75E,83.75S,0000 16 Oct 2018,-1.412353
101.25E,83.75S,0000 16 Oct 2018,-1.077037
103.75E,83.75S,0000 16 Oct 2018,-0.8489547
106.25E,83.75S,0000 16 Oct 2018,-1.099587
108.75E,83.75S,0000 16 Oct 2018,-2.467658
111.25E,83.75S,0000 16 Oct 2018,-3.16034
113.75E,83.75S,0000 16 Oct 2018,-3.610429
116.25E,83.75S,0000 16 Oct 2018,-4.086837
118.75E,83.75S,0000 16 Oct 2018,-4.34504
121.25E,83.75S,0000 16 Oct 2018,-7.501601
123.75E,83.75S,0000 16 Oct 2018,-6.627543
126.25E,83.75S,0000 16 Oct 2018,-6.319976
128.75E,83.75S,0000 16 Oct 2018,-6.321884
131.25E,83.75S,0000 16 Oct 2018,-6.18806
133.75E,83.75S,0000 16 Oct 2018,-4.623221
136.25E,83.75S,0000 16 Oct 2018,-4.625628
138.75E,83.75S,0000 16 Oct 2018,-4.359131
141.25E,83.75S,0000 16 Oct 2018,-3.893333
143.75E,83.75S,0000 16 Oct 2018,-2.643768
146.25E,83.75S,0000 16 Oct 2018,-1.480066
148.75E,83.75S,0000 16 Oct 2018,-0.9841491
151.25E,83.75S,0000 16 Oct 2018,1.227686
153.75E,83.75S,0000 16 Oct 2018,0.4032424
156.25E,83.75S,0000 16 Oct 2018,0.04540554
158.75E,83.75S,0000 16 Oct 2018,1.614726
161.25E,83.75S,0000 16 Oct 2018,2.341631
163.75E,83.75S,0000 16 Oct 2018,2.989057
166.25E,83.75S,0000 16 Oct 2018,2.782281
168.75E,83.75S,0000 16 Oct 2018,1.04113
171.25E,83.75S,0000 16 Oct 2018,1.066972
173.75E,83.75S,0000 16 Oct 2018,1.70933
176.25E,83.75S,0000 16 Oct 2018,0.7209592
178.75E,83.75S,0000 16 Oct 2018,-0.6413445
178.75W,83.75S,0000 16 Oct 2018,-1.440545
176.25W,83.75S,0000 16 Oct 2018,-2.191343
173.75W,83.75S,0000 16 Oct 2018,-2.607706
171.25W,83.75S,0000 16 Oct 2018,-2.244079
168.75W,83.75S,0000 16 Oct 2018,-2.988797
166.25W,83.75S,0000 16 Oct 2018,-14.96117
163.75W,83.75S,0000 16 Oct 2018,-8.294136
161.25W,83.75S,0000 16 Oct 2018,-8.740663
158.75W,83.75S,0000 16 Oct 2018,-8.750204
156.25W,83.75S,0000 16 Oct 2018,-9.917487
153.75W,83.75S,0000 16 Oct 2018,-28.61786
151.25W,83.75S,0000 16 Oct 2018,-26.03848
148.75W,83.75S,0000 16 Oct 2018,-26.05965
146.25W,83.75S,0000 16 Oct 2018,-26.73783
143.75W,83.75S,0000 16 Oct 2018,-27.20011
141.25W,83.75S,0000 16 Oct 2018,-29.6943
138.75W,83.75S,0000 16 Oct 2018,-30.64833
136.25W,83.75S,0000 16 Oct 2018,-31.32347
133.75W,83.75S,0000 16 Oct 2018,-32.12638
131.25W,83.75S,0000 16 Oct 2018,-32.61401
128.75W,83.75S,0000 16 Oct 2018,-33.60445
126.25W,83.75S,0000 16 Oct 2018,-34.17475
123.75W,83.75S,0000 16 Oct 2018,-34.6377
121.25W,83.75S,0000 16 Oct 2018,-34.8163
118.75W,83.75S,0000 16 Oct 2018,-34.98594
116.25W,83.75S,0000 16 Oct 2018,-34.86911
113.75W,83.75S,0000 16 Oct 2018,-34.73725
111.25W,83.75S,0000 16 Oct 2018,-35.24902
108.75W,83.75S,0000 16 Oct 2018,-35.09035
106.25W,83.75S,0000 16 Oct 2018,-34.85735
103.75W,83.75S,0000 16 Oct 2018,-34.04089
101.25W,83.75S,0000 16 Oct 2018,-34.00632
98.75W,83.75S,0000 16 Oct 2018,-33.59922
96.25W,83.75S,0000 16 Oct 2018,-33.10733
93.75W,83.75S,0000 16 Oct 2018,-32.18909
91.25W,83.75S,0000 16 Oct 2018,-31.57769
88.75W,83.75S,0000 16 Oct 2018,-31.21709
86.25W,83.75S,0000 16 Oct 2018,-32.31075
83.75W,83.75S,0000 16 Oct 2018,-31.85697
81.25W,83.75S,0000 16 Oct 2018,-30.55869
78.75W,83.75S,0000 16 Oct 2018,-29.95594
76.25W,83.75S,0000 16 Oct 2018,-29.39483
73.75W,83.75S,0000 16 Oct 2018,-29.13826
71.25W,83.75S,0000 16 Oct 2018,-28.80793
68.75W,83.75S,0000 16 Oct 2018,-28.12907
66.25W,83.75S,0000 16 Oct 2018,-27.93723
63.75W,83.75S,0000 16 Oct 2018,-26.96955
61.25W,83.75S,0000 16 Oct 2018,0.2720489
58.75W,83.75S,0000 16 Oct 2018,-0.06561893
56.25W,83.75S,0000 16 Oct 2018,1.689307
53.75W,83.75S,0000 16 Oct 2018,0.4643806
51.25W,83.75S,0000 16 Oct 2018,-0.4334345
48.75W,83.75S,0000 16 Oct 2018,-1.276122
46.25W,83.75S,0000 16 Oct 2018,-1.579359
43.75W,83.75S,0000 16 Oct 2018,-1.815457
41.25W,83.75S,0000 16 Oct 2018,-2.460392
38.75W,83.75S,0000 16 Oct 2018,-1.501628
36.25W,83.75S,0000 16 Oct 2018,0.5864148
33.75W,83.75S,0000 16 Oct 2018,1.00778
31.25W,83.75S,0000 16 Oct 2018,0.4514427
28.75W,83.75S,0000 16 Oct 2018,0.2905199
26.25W,83.75S,0000 16 Oct 2018,1.106305
23.75W,83.75S,0000 16 Oct 2018,2.097129
21.25W,83.75S,0000 16 Oct 2018,2.013813
18.75W,83.75S,0000 16 Oct 2018,1.425209
16.25W,83.75S,0000 16 Oct 2018,1.375003
13.75W,83.75S,0000 16 Oct 2018,1.831035
11.25W,83.75S,0000 16 Oct 2018,1.003093
8.75W,83.75S,0000 16 Oct 2018,1.288211
6.25W,83.75S,0000 16 Oct 2018,1.548704
3.75W,83.75S,0000 16 Oct 2018,0.6603514
1.25W,83.75S,0000 16 Oct 2018,1.287819
1.25E,81.25S,0000 16 Oct 2018,7.588633
3.75E,81.25S,0000 16 Oct 2018,6.623338
6.25E,81.25S,0000 16 Oct 2018,6.822593
8.75E,81.25S,0000 16 Oct 2018,6.014898
11.25E,81.25S,0000 16 Oct 2018,6.569756
13.75E,81.25S,0000 16 Oct 2018,6.275718
16.25E,81.25S,0000 16 Oct 2018,5.410167
18.75E,81.25S,0000 16 Oct 2018,4.877918
21.25E,81.25S,0000 16 Oct 2018,3.886565
23.75E,81.25S,0000 16 Oct 2018,3.166133
26.25E,81.25S,0000 16 Oct 2018,2.641746
28.75E,81.25S,0000 16 Oct 2018,1.236337
31.25E,81.25S,0000 16 Oct 2018,0.5653626
33.75E,81.25S,0000 16 Oct 2018,1.17508
36.25E,81.25S,0000 16 Oct 2018,1.729539
38.75E,81.25S,0000 16 Oct 2018,0.1227382
41.25E,81.25S,0000 16 Oct 2018,-1.025437
43.75E,81.25S,0000 16 Oct 2018,-1.263161
46.25E,81.25S,0000 16 Oct 2018,-0.1881715
48.75E,81.25S,0000 16 Oct 2018,-0.04637837
51.25E,81.25S,0000 16 Oct 2018,-0.9787056
53.75E,81.25S,0000 16 Oct 2018,-1.189292
56.25E,81.25S,0000 16 Oct 2018,-0.7128546
58.75E,81.25S,0000 16 Oct 2018,1.380238
61.25E,81.25S,0000 16 Oct 2018,1.706424
63.75E,81.25S,0000 16 Oct 2018,0.5016098
66.25E,81.25S,0000 16 Oct 2018,0.4053512
68.75E,81.25S,0000 16 Oct 2018,-1.943367
71.25E,81.25S,0000 16 Oct 2018,-2.335111
73.75E,81.25S,0000 16 Oct 2018,-2.561738
76.25E,81.25S,0000 16 Oct 2018,-3.103773
78.75E,81.25S,0000 16 Oct 2018,-3.591486
81.25E,81.25S,0000 16 Oct 2018,-3.587569
83.75E,81.25S,0000 16 Oct 2018,2.313254
86.25E,81.25S,0000 16 Oct 2018,2.272636
88.75E,81.25S,0000 16 Oct 2018,2.110545
91.25E,81.25S,0000 16 Oct 2018,2.273084
93.75E,81.25S,0000 16 Oct 2018,2.182576
96.25E,81.25S,0000 16 Oct 2018,1.359454
98.75E,81.25S,0000 16 Oct 2018,0.828946
101.25E,81.25S,0000 16 Oct 2018,0.7997456
103.75E,81.25S,0000 16 Oct 2018,0.2098464
106.25E,81.25S,0000 16 Oct 2018,-0.9486086
108.75E,81.25S,0000 16 Oct 2018,-0.9990664
111.25E,81.25S,0000 16 Oct 2018,-0.6948381
113.75E,81.25S,0000 16 Oct 2018,-1.405336
116.25E,81.25S,0000 16 Oct 2018,-2.28191
118.75E,81.25S,0000 16 Oct 2018,-2.819466
121.25E,81.25S,0000 16 Oct 2018,-2.992725
123.75E,81.25S,0000 16 Oct 2018,-3.26965
126.25E,81.25S,0000 16 Oct 2018,-3.428168
128.75E,81.25S,0000 16 Oct 2018,-3.855302
131.25E,81.25S,0000 16 Oct 2018,-7.024754
133.75E,81.25S,0000 16 Oct 2018,-6.114488
136.25E,81.25S,0000 16 Oct 2018,-5.553662
138.75E,81.25S,0000 16 Oct 2018,-4.930531
141.25E,81.25S,0000 16 Oct 2018,-4.14101
143.75E,81.25S,0000 16 Oct 2018,-8.158056
146.25E,81.25S,0000 16 Oct 2018,-8.104863
148.75E,81.25S,0000 16 Oct 2018,-8.159812
151.25E,81.25S,0000 16 Oct 2018,-8.362275
153.75E,81.25S,0000 16 Oct 2018,-8.94884
156.25E,81.25S,0000 16 Oct 2018,-9.354753
158.75E,81.25S,0000 16 Oct 2018,-9.876238
161.25E,81.25S,0000 16 Oct 2018,-10.29346
163.75E,81.25S,0000 16 Oct 2018,-10.81175
166.25E,81.25S,0000 16 Oct 2018,-11.23307
168.75E,81.25S,0000 16 Oct 2018,-7.550148
