Longitude,Latitude,Time,anomaly
133.75E,53.75N,0000 16 Nov 2018,19.95513
136.25E,53.75N,0000 16 Nov 2018,42.7263
138.75E,53.75N,0000 16 Nov 2018,28.64945
141.25E,53.75N,0000 16 Nov 2018,8.539545
143.75E,53.75N,0000 16 Nov 2018,6.652157
146.25E,53.75N,0000 16 Nov 2018,-6.927405
148.75E,53.75N,0000 16 Nov 2018,-9.082804
151.25E,53.75N,0000 16 Nov 2018,-10.60201
153.75E,53.75N,0000 16 Nov 2018,-4.245265
156.25E,53.75N,0000 16 Nov 2018,23.57382
158.75E,53.75N,0000 16 Nov 2018,32.70635
161.25E,53.75N,0000 16 Nov 2018,6.051321
163.75E,53.75N,0000 16 Nov 2018,-10.23991
166.25E,53.75N,0000 16 Nov 2018,-5.900652
168.75E,53.75N,0000 16 Nov 2018,-7.781932
171.25E,53.75N,0000 16 Nov 2018,-12.35147
173.75E,53.75N,0000 16 Nov 2018,-18.15126
176.25E,53.75N,0000 16 Nov 2018,-17.97153
178.75E,53.75N,0000 16 Nov 2018,-18.46689
178.75W,53.75N,0000 16 Nov 2018,-18.75043
176.25W,53.75N,0000 16 Nov 2018,-15.01183
173.75W,53.75N,0000 16 Nov 2018,-14.2744
171.25W,53.75N,0000 16 Nov 2018,-14.71449
168.75W,53.75N,0000 16 Nov 2018,-18.00879
166.25W,53.75N,0000 16 Nov 2018,-18.60154
163.75W,53.75N,0000 16 Nov 2018,-16.14347
161.25W,53.75N,0000 16 Nov 2018,-13.99593
158.75W,53.75N,0000 16 Nov 2018,-15.37497
156.25W,53.75N,0000 16 Nov 2018,-18.54702
153.75W,53.75N,0000 16 Nov 2018,-20.68565
151.25W,53.75N,0000 16 Nov 2018,-20.85631
148.75W,53.75N,0000 16 Nov 2018,-24.55855
146.25W,53.75N,0000 16 Nov 2018,-23.07042
143.75W,53.75N,0000 16 Nov 2018,-19.87798
141.25W,53.75N,0000 16 Nov 2018,-18.3048
138.75W,53.75N,0000 16 Nov 2018,-14.77024
136.25W,53.75N,0000 16 Nov 2018,-14.44359
133.75W,53.75N,0000 16 Nov 2018,-14.83749
131.25W,53.75N,0000 16 Nov 2018,-17.07029
128.75W,53.75N,0000 16 Nov 2018,-81.95232
126.25W,53.75N,0000 16 Nov 2018,19.34851
123.75W,53.75N,0000 16 Nov 2018,5.250846
121.25W,53.75N,0000 16 Nov 2018,6.003274
118.75W,53.75N,0000 16 Nov 2018,12.15556
116.25W,53.75N,0000 16 Nov 2018,-11.7247
113.75W,53.75N,0000 16 Nov 2018,-2.530018
111.25W,53.75N,0000 16 Nov 2018,2.268469
108.75W,53.75N,0000 16 Nov 2018,7.998592
106.25W,53.75N,0000 16 Nov 2018,10.35415
103.75W,53.75N,0000 16 Nov 2018,5.40238
101.25W,53.75N,0000 16 Nov 2018,-6.840775
98.75W,53.75N,0000 16 Nov 2018,-13.82548
96.25W,53.75N,0000 16 Nov 2018,-10.96363
93.75W,53.75N,0000 16 Nov 2018,-5.548947
91.25W,53.75N,0000 16 Nov 2018,-18.38603
88.75W,53.75N,0000 16 Nov 2018,-26.5011
86.25W,53.75N,0000 16 Nov 2018,-19.91949
83.75W,53.75N,0000 16 Nov 2018,-20.67393
81.25W,53.75N,0000 16 Nov 2018,-21.66258
78.75W,53.75N,0000 16 Nov 2018,-23.55992
76.25W,53.75N,0000 16 Nov 2018,-22.38076
73.75W,53.75N,0000 16 Nov 2018,-21.90663
71.25W,53.75N,0000 16 Nov 2018,-23.9868
68.75W,53.75N,0000 16 Nov 2018,-23.20606
66.25W,53.75N,0000 16 Nov 2018,-23.22792
63.75W,53.75N,0000 16 Nov 2018,7.790258
61.25W,53.75N,0000 16 Nov 2018,19.96555
58.75W,53.75N,0000 16 Nov 2018,8.594463
56.25W,53.75N,0000 16 Nov 2018,0.5764818
53.75W,53.75N,0000 16 Nov 2018,1.564171
51.25W,53.75N,0000 16 Nov 2018,-0.08798361
48.75W,53.75N,0000 16 Nov 2018,0.1132035
46.25W,53.75N,0000 16 Nov 2018,5.122905
43.75W,53.75N,0000 16 Nov 2018,12.51866
41.25W,53.75N,0000 16 Nov 2018,12.6468
38.75W,53.75N,0000 16 Nov 2018,4.34387
36.25W,53.75N,0000 16 Nov 2018,-0.7060075
33.75W,53.75N,0000 16 Nov 2018,-4.515989
31.25W,53.75N,0000 16 Nov 2018,-10.98843
28.75W,53.75N,0000 16 Nov 2018,-17.5012
26.25W,53.75N,0000 16 Nov 2018,-18.49389
23.75W,53.75N,0000 16 Nov 2018,-8.943092
21.25W,53.75N,0000 16 Nov 2018,1.794047
18.75W,53.75N,0000 16 Nov 2018,3.209589
16.25W,53.75N,0000 16 Nov 2018,2.565665
13.75W,53.75N,0000 16 Nov 2018,-5.941207
11.25W,53.75N,0000 16 Nov 2018,-13.45515
8.75W,53.75N,0000 16 Nov 2018,24.9425
6.25W,53.75N,0000 16 Nov 2018,48.92493
3.75W,53.75N,0000 16 Nov 2018,17.89837
1.25W,53.75N,0000 16 Nov 2018,-8.150196
1.25E,56.25N,0000 16 Nov 2018,-16.0925
3.75E,56.25N,0000 16 Nov 2018,-13.99822
6.25E,56.25N,0000 16 Nov 2018,-13.78482
8.75E,56.25N,0000 16 Nov 2018,-42.91306
11.25E,56.25N,0000 16 Nov 2018,-12.77316
13.75E,56.25N,0000 16 Nov 2018,-49.29134
16.25E,56.25N,0000 16 Nov 2018,-38.6612
18.75E,56.25N,0000 16 Nov 2018,-23.60379
21.25E,56.25N,0000 16 Nov 2018,-64.78759
23.75E,56.25N,0000 16 Nov 2018,-43.39913
26.25E,56.25N,0000 16 Nov 2018,-42.34426
28.75E,56.25N,0000 16 Nov 2018,-17.98142
31.25E,56.25N,0000 16 Nov 2018,-12.82922
33.75E,56.25N,0000 16 Nov 2018,-20.80836
36.25E,56.25N,0000 16 Nov 2018,-25.70124
38.75E,56.25N,0000 16 Nov 2018,-28.41088
41.25E,56.25N,0000 16 Nov 2018,-25.86032
43.75E,56.25N,0000 16 Nov 2018,-22.92719
46.25E,56.25N,0000 16 Nov 2018,-19.76143
48.75E,56.25N,0000 16 Nov 2018,-18.32616
51.25E,56.25N,0000 16 Nov 2018,-19.47712
53.75E,56.25N,0000 16 Nov 2018,-6.573265
56.25E,56.25N,0000 16 Nov 2018,-4.560209
58.75E,56.25N,0000 16 Nov 2018,-8.965506
61.25E,56.25N,0000 16 Nov 2018,-6.333198
63.75E,56.25N,0000 16 Nov 2018,-1.129003
66.25E,56.25N,0000 16 Nov 2018,7.778926
68.75E,56.25N,0000 16 Nov 2018,16.14462
71.25E,56.25N,0000 16 Nov 2018,20.81978
73.75E,56.25N,0000 16 Nov 2018,26.52346
76.25E,56.25N,0000 16 Nov 2018,28.68872
78.75E,56.25N,0000 16 Nov 2018,28.454
81.25E,56.25N,0000 16 Nov 2018,28.7056
83.75E,56.25N,0000 16 Nov 2018,36.42772
86.25E,56.25N,0000 16 Nov 2018,60.99516
88.75E,56.25N,0000 16 Nov 2018,44.29942
91.25E,56.25N,0000 16 Nov 2018,10.9104
93.75E,56.25N,0000 16 Nov 2018,6.658749
96.25E,56.25N,0000 16 Nov 2018,2.963086
98.75E,56.25N,0000 16 Nov 2018,5.208144
101.25E,56.25N,0000 16 Nov 2018,6.830013
103.75E,56.25N,0000 16 Nov 2018,2.530754
106.25E,56.25N,0000 16 Nov 2018,3.127318
108.75E,56.25N,0000 16 Nov 2018,5.567248
111.25E,56.25N,0000 16 Nov 2018,4.716051
113.75E,56.25N,0000 16 Nov 2018,2.142621
116.25E,56.25N,0000 16 Nov 2018,3.072555
118.75E,56.25N,0000 16 Nov 2018,2.168759
121.25E,56.25N,0000 16 Nov 2018,3.931726
123.75E,56.25N,0000 16 Nov 2018,-0.4275584
126.25E,56.25N,0000 16 Nov 2018,0.2335739
128.75E,56.25N,0000 16 Nov 2018,1.952596
131.25E,56.25N,0000 16 Nov 2018,6.107676
133.75E,56.25N,0000 16 Nov 2018,12.96959
136.25E,56.25N,0000 16 Nov 2018,26.453
138.75E,56.25N,0000 16 Nov 2018,44.04706
141.25E,56.25N,0000 16 Nov 2018,-1.35492
143.75E,56.25N,0000 16 Nov 2018,-1.389778
146.25E,56.25N,0000 16 Nov 2018,-2.355452
148.75E,56.25N,0000 16 Nov 2018,-2.483368
151.25E,56.25N,0000 16 Nov 2018,-3.406924
153.75E,56.25N,0000 16 Nov 2018,-2.096643
156.25E,56.25N,0000 16 Nov 2018,-49.2132
158.75E,56.25N,0000 16 Nov 2018,-0.9176946
161.25E,56.25N,0000 16 Nov 2018,-12.90771
163.75E,56.25N,0000 16 Nov 2018,-8.591305
166.25E,56.25N,0000 16 Nov 2018,-5.383451
168.75E,56.25N,0000 16 Nov 2018,-10.27709
171.25E,56.25N,0000 16 Nov 2018,-15.32116
173.75E,56.25N,0000 16 Nov 2018,-18.91234
176.25E,56.25N,0000 16 Nov 2018,-18.17137
178.75E,56.25N,0000 16 Nov 2018,-19.51406
178.75W,56.25N,0000 16 Nov 2018,-18.24671
176.25W,56.25N,0000 16 Nov 2018,-16.35818
173.75W,56.25N,0000 16 Nov 2018,-19.71556
171.25W,56.25N,0000 16 Nov 2018,-20.69696
168.75W,56.25N,0000 16 Nov 2018,-23.60787
166.25W,56.25N,0000 16 Nov 2018,-20.4264
163.75W,56.25N,0000 16 Nov 2018,-15.61613
161.25W,56.25N,0000 16 Nov 2018,-12.93203
158.75W,56.25N,0000 16 Nov 2018,-0.4962945
156.25W,56.25N,0000 16 Nov 2018,-14.45942
153.75W,56.25N,0000 16 Nov 2018,-14.53492
151.25W,56.25N,0000 16 Nov 2018,-13.15796
148.75W,56.25N,0000 16 Nov 2018,-14.19653
146.25W,56.25N,0000 16 Nov 2018,-14.65125
143.75W,56.25N,0000 16 Nov 2018,-12.5812
141.25W,56.25N,0000 16 Nov 2018,-17.68362
138.75W,56.25N,0000 16 Nov 2018,-19.10817
136.25W,56.25N,0000 16 Nov 2018,-22.08645
133.75W,56.25N,0000 16 Nov 2018,50.29148
131.25W,56.25N,0000 16 Nov 2018,72.35403
128.75W,56.25N,0000 16 Nov 2018,1.58874
126.25W,56.25N,0000 16 Nov 2018,12.58643
123.75W,56.25N,0000 16 Nov 2018,13.03311
121.25W,56.25N,0000 16 Nov 2018,20.95322
118.75W,56.25N,0000 16 Nov 2018,13.81065
116.25W,56.25N,0000 16 Nov 2018,3.482249
113.75W,56.25N,0000 16 Nov 2018,12.06774
111.25W,56.25N,0000 16 Nov 2018,50.67433
108.75W,56.25N,0000 16 Nov 2018,57.87299
106.25W,56.25N,0000 16 Nov 2018,34.6762
103.75W,56.25N,0000 16 Nov 2018,-2.54338
101.25W,56.25N,0000 16 Nov 2018,-18.29175
98.75W,56.25N,0000 16 Nov 2018,-12.70979
96.25W,56.25N,0000 16 Nov 2018,-13.65136
93.75W,56.25N,0000 16 Nov 2018,-8.553679
91.25W,56.25N,0000 16 Nov 2018,-16.58401
88.75W,56.25N,0000 16 Nov 2018,-21.50423
86.25W,56.25N,0000 16 Nov 2018,-17.23866
83.75W,56.25N,0000 16 Nov 2018,-23.7294
81.25W,56.25N,0000 16 Nov 2018,-3.30471
78.75W,56.25N,0000 16 Nov 2018,-27.91047
76.25W,56.25N,0000 16 Nov 2018,-27.14378
73.75W,56.25N,0000 16 Nov 2018,-25.93193
71.25W,56.25N,0000 16 Nov 2018,-25.31277
68.75W,56.25N,0000 16 Nov 2018,-23.45645
66.25W,56.25N,0000 16 Nov 2018,-15.86742
63.75W,56.25N,0000 16 Nov 2018,-10.03247
61.25W,56.25N,0000 16 Nov 2018,12.25696
58.75W,56.25N,0000 16 Nov 2018,2.173562
56.25W,56.25N,0000 16 Nov 2018,-1.475272
53.75W,56.25N,0000 16 Nov 2018,-2.868018
51.25W,56.25N,0000 16 Nov 2018,-2.95593
48.75W,56.25N,0000 16 Nov 2018,1.510563
46.25W,56.25N,0000 16 Nov 2018,10.67134
43.75W,56.25N,0000 16 Nov 2018,15.62392
41.25W,56.25N,0000 16 Nov 2018,10.84378
38.75W,56.25N,0000 16 Nov 2018,3.829851
36.25W,56.25N,0000 16 Nov 2018,3.477666
33.75W,56.25N,0000 16 Nov 2018,-0.3575206
31.25W,56.25N,0000 16 Nov 2018,-9.451604
28.75W,56.25N,0000 16 Nov 2018,-17.59606
26.25W,56.25N,0000 16 Nov 2018,-21.38424
23.75W,56.25N,0000 16 Nov 2018,-14.6155
21.25W,56.25N,0000 16 Nov 2018,-6.749561
18.75W,56.25N,0000 16 Nov 2018,-6.348195
16.25W,56.25N,0000 16 Nov 2018,-9.00798
13.75W,56.25N,0000 16 Nov 2018,-12.17236
11.25W,56.25N,0000 16 Nov 2018,-17.25435
8.75W,56.25N,0000 16 Nov 2018,-19.0962
6.25W,56.25N,0000 16 Nov 2018,-17.70385
3.75W,56.25N,0000 16 Nov 2018,28.6379
1.25W,56.25N,0000 16 Nov 2018,14.25798
1.25E,58.75N,0000 16 Nov 2018,-21.29261
3.75E,58.75N,0000 16 Nov 2018,-24.54351
6.25E,58.75N,0000 16 Nov 2018,-71.36539
8.75E,58.75N,0000 16 Nov 2018,-11.64346
11.25E,58.75N,0000 16 Nov 2018,2.404675
13.75E,58.75N,0000 16 Nov 2018,-51.97622
16.25E,58.75N,0000 16 Nov 2018,-31.84718
18.75E,58.75N,0000 16 Nov 2018,-40.04759
21.25E,58.75N,0000 16 Nov 2018,-28.94556
23.75E,58.75N,0000 16 Nov 2018,-60.45107
26.25E,58.75N,0000 16 Nov 2018,-46.94096
28.75E,58.75N,0000 16 Nov 2018,-22.38133
31.25E,58.75N,0000 16 Nov 2018,-17.01338
33.75E,58.75N,0000 16 Nov 2018,-14.58658
36.25E,58.75N,0000 16 Nov 2018,-16.73367
38.75E,58.75N,0000 16 Nov 2018,-14.29216
41.25E,58.75N,0000 16 Nov 2018,-15.63697
43.75E,58.75N,0000 16 Nov 2018,-17.76296
46.25E,58.75N,0000 16 Nov 2018,-13.19547
48.75E,58.75N,0000 16 Nov 2018,-13.89402
51.25E,58.75N,0000 16 Nov 2018,-12.07122
53.75E,58.75N,0000 16 Nov 2018,-8.818885
56.25E,58.75N,0000 16 Nov 2018,-6.103145
58.75E,58.75N,0000 16 Nov 2018,-1.177622
61.25E,58.75N,0000 16 Nov 2018,-1.526871
63.75E,58.75N,0000 16 Nov 2018,-1.033856
66.25E,58.75N,0000 16 Nov 2018,8.269558
68.75E,58.75N,0000 16 Nov 2018,20.76723
71.25E,58.75N,0000 16 Nov 2018,25.37786
73.75E,58.75N,0000 16 Nov 2018,21.78016
76.25E,58.75N,0000 16 Nov 2018,29.94134
78.75E,58.75N,0000 16 Nov 2018,32.8609
81.25E,58.75N,0000 16 Nov 2018,27.20507
83.75E,58.75N,0000 16 Nov 2018,29.86724
86.25E,58.75N,0000 16 Nov 2018,33.26587
88.75E,58.75N,0000 16 Nov 2018,24.38751
91.25E,58.75N,0000 16 Nov 2018,14.26454
93.75E,58.75N,0000 16 Nov 2018,20.45361
96.25E,58.75N,0000 16 Nov 2018,10.56643
98.75E,58.75N,0000 16 Nov 2018,-3.624401
101.25E,58.75N,0000 16 Nov 2018,-0.2401185
103.75E,58.75N,0000 16 Nov 2018,-1.113033
106.25E,58.75N,0000 16 Nov 2018,-4.519449
108.75E,58.75N,0000 16 Nov 2018,-4.157215
111.25E,58.75N,0000 16 Nov 2018,-4.073371
113.75E,58.75N,0000 16 Nov 2018,-6.525829
116.25E,58.75N,0000 16 Nov 2018,-1.727698
118.75E,58.75N,0000 16 Nov 2018,1.609318
121.25E,58.75N,0000 16 Nov 2018,-1.880761
123.75E,58.75N,0000 16 Nov 2018,0.3639221
126.25E,58.75N,0000 16 Nov 2018,-0.9507555
128.75E,58.75N,0000 16 Nov 2018,5.286469
131.25E,58.75N,0000 16 Nov 2018,2.581167
133.75E,58.75N,0000 16 Nov 2018,-7.790433
136.25E,58.75N,0000 16 Nov 2018,-1.035603
138.75E,58.75N,0000 16 Nov 2018,8.43499
141.25E,58.75N,0000 16 Nov 2018,13.41369
143.75E,58.75N,0000 16 Nov 2018,2.998559
146.25E,58.75N,0000 16 Nov 2018,26.87533
148.75E,58.75N,0000 16 Nov 2018,35.8771
151.25E,58.75N,0000 16 Nov 2018,27.55175
153.75E,58.75N,0000 16 Nov 2018,41.5176
156.25E,58.75N,0000 16 Nov 2018,-13.6122
158.75E,58.75N,0000 16 Nov 2018,-1.749237
161.25E,58.75N,0000 16 Nov 2018,0.8629489
163.75E,58.75N,0000 16 Nov 2018,-6.843391
166.25E,58.75N,0000 16 Nov 2018,-16.09518
168.75E,58.75N,0000 16 Nov 2018,-22.24962
171.25E,58.75N,0000 16 Nov 2018,-23.72679
173.75E,58.75N,0000 16 Nov 2018,-22.37591
176.25E,58.75N,0000 16 Nov 2018,-22.17743
178.75E,58.75N,0000 16 Nov 2018,-23.26941
178.75W,58.75N,0000 16 Nov 2018,-24.00868
176.25W,58.75N,0000 16 Nov 2018,-19.35529
173.75W,58.75N,0000 16 Nov 2018,-19.05572
171.25W,58.75N,0000 16 Nov 2018,-20.47875
168.75W,58.75N,0000 16 Nov 2018,-20.99617
166.25W,58.75N,0000 16 Nov 2018,-20.50904
163.75W,58.75N,0000 16 Nov 2018,-20.38734
161.25W,58.75N,0000 16 Nov 2018,36.51627
158.75W,58.75N,0000 16 Nov 2018,1.142546
156.25W,58.75N,0000 16 Nov 2018,-19.24664
153.75W,58.75N,0000 16 Nov 2018,54.51983
151.25W,58.75N,0000 16 Nov 2018,-8.89649
148.75W,58.75N,0000 16 Nov 2018,-12.61224
146.25W,58.75N,0000 16 Nov 2018,-14.99294
143.75W,58.75N,0000 16 Nov 2018,-13.56905
141.25W,58.75N,0000 16 Nov 2018,27.80087
138.75W,58.75N,0000 16 Nov 2018,12.36955
136.25W,58.75N,0000 16 Nov 2018,-44.76896
133.75W,58.75N,0000 16 Nov 2018,13.28392
131.25W,58.75N,0000 16 Nov 2018,25.76964
128.75W,58.75N,0000 16 Nov 2018,-2.566876
126.25W,58.75N,0000 16 Nov 2018,2.465909
123.75W,58.75N,0000 16 Nov 2018,7.652258
121.25W,58.75N,0000 16 Nov 2018,4.674842
118.75W,58.75N,0000 16 Nov 2018,-6.456252
116.25W,58.75N,0000 16 Nov 2018,-18.56524
113.75W,58.75N,0000 16 Nov 2018,-10.93852
111.25W,58.75N,0000 16 Nov 2018,14.52582
108.75W,58.75N,0000 16 Nov 2018,40.6178
106.25W,58.75N,0000 16 Nov 2018,14.8903
103.75W,58.75N,0000 16 Nov 2018,-21.11255
101.25W,58.75N,0000 16 Nov 2018,-26.04458
98.75W,58.75N,0000 16 Nov 2018,-21.95341
96.25W,58.75N,0000 16 Nov 2018,-19.17113
93.75W,58.75N,0000 16 Nov 2018,-28.47556
91.25W,58.75N,0000 16 Nov 2018,4.395082
88.75W,58.75N,0000 16 Nov 2018,2.539927
86.25W,58.75N,0000 16 Nov 2018,-1.168513
83.75W,58.75N,0000 16 Nov 2018,-3.107325
81.25W,58.75N,0000 16 Nov 2018,-3.957578
78.75W,58.75N,0000 16 Nov 2018,-25.27479
76.25W,58.75N,0000 16 Nov 2018,-27.37971
73.75W,58.75N,0000 16 Nov 2018,-25.57923
71.25W,58.75N,0000 16 Nov 2018,-22.76039
68.75W,58.75N,0000 16 Nov 2018,-26.09786
66.25W,58.75N,0000 16 Nov 2018,-13.12796
63.75W,58.75N,0000 16 Nov 2018,4.041735
61.25W,58.75N,0000 16 Nov 2018,-5.261836
58.75W,58.75N,0000 16 Nov 2018,-7.709613
56.25W,58.75N,0000 16 Nov 2018,-11.58433
53.75W,58.75N,0000 16 Nov 2018,-14.00344
51.25W,58.75N,0000 16 Nov 2018,-13.78952
48.75W,58.75N,0000 16 Nov 2018,-13.94443
46.25W,58.75N,0000 16 Nov 2018,-9.854715
43.75W,58.75N,0000 16 Nov 2018,-3.604567
41.25W,58.75N,0000 16 Nov 2018,-1.098676
38.75W,58.75N,0000 16 Nov 2018,-1.959465
36.25W,58.75N,0000 16 Nov 2018,-4.234779
33.75W,58.75N,0000 16 Nov 2018,-8.019812
31.25W,58.75N,0000 16 Nov 2018,-17.55779
28.75W,58.75N,0000 16 Nov 2018,-27.53905
26.25W,58.75N,0000 16 Nov 2018,-25.24065
23.75W,58.75N,0000 16 Nov 2018,-21.0117
21.25W,58.75N,0000 16 Nov 2018,-16.36316
18.75W,58.75N,0000 16 Nov 2018,-15.36882
16.25W,58.75N,0000 16 Nov 2018,-13.29596
13.75W,58.75N,0000 16 Nov 2018,-16.63292
11.25W,58.75N,0000 16 Nov 2018,-23.83794
8.75W,58.75N,0000 16 Nov 2018,-20.47919
6.25W,58.75N,0000 16 Nov 2018,-62.13981
3.75W,58.75N,0000 16 Nov 2018,-43.94035
1.25W,58.75N,0000 16 Nov 2018,-14.73256
1.25E,61.25N,0000 16 Nov 2018,-30.78124
3.75E,61.25N,0000 16 Nov 2018,-29.49088
6.25E,61.25N,0000 16 Nov 2018,-138.9467
8.75E,61.25N,0000 16 Nov 2018,-17.99574
11.25E,61.25N,0000 16 Nov 2018,-8.963145
13.75E,61.25N,0000 16 Nov 2018,-36.40742
16.25E,61.25N,0000 16 Nov 2018,-46.29349
18.75E,61.25N,0000 16 Nov 2018,-50.89709
21.25E,61.25N,0000 16 Nov 2018,-47.36446
23.75E,61.25N,0000 16 Nov 2018,-51.44801
26.25E,61.25N,0000 16 Nov 2018,-48.31327
28.75E,61.25N,0000 16 Nov 2018,-48.56361
31.25E,61.25N,0000 16 Nov 2018,-37.21676
33.75E,61.25N,0000 16 Nov 2018,-22.41546
36.25E,61.25N,0000 16 Nov 2018,-17.61363
38.75E,61.25N,0000 16 Nov 2018,-20.90935
41.25E,61.25N,0000 16 Nov 2018,-19.70204
43.75E,61.25N,0000 16 Nov 2018,-6.371065
46.25E,61.25N,0000 16 Nov 2018,-7.217399
48.75E,61.25N,0000 16 Nov 2018,-6.473526
51.25E,61.25N,0000 16 Nov 2018,-7.3557
53.75E,61.25N,0000 16 Nov 2018,-13.82174
56.25E,61.25N,0000 16 Nov 2018,-4.561153
58.75E,61.25N,0000 16 Nov 2018,0.2731061
61.25E,61.25N,0000 16 Nov 2018,3.631046
63.75E,61.25N,0000 16 Nov 2018,5.063342
66.25E,61.25N,0000 16 Nov 2018,10.4419
68.75E,61.25N,0000 16 Nov 2018,13.42167
71.25E,61.25N,0000 16 Nov 2018,3.469316
73.75E,61.25N,0000 16 Nov 2018,-0.6350505
76.25E,61.25N,0000 16 Nov 2018,11.21381
78.75E,61.25N,0000 16 Nov 2018,7.088993
81.25E,61.25N,0000 16 Nov 2018,11.58681
83.75E,61.25N,0000 16 Nov 2018,7.390326
86.25E,61.25N,0000 16 Nov 2018,6.068444
88.75E,61.25N,0000 16 Nov 2018,3.424362
91.25E,61.25N,0000 16 Nov 2018,-0.9420204
93.75E,61.25N,0000 16 Nov 2018,-4.044252
96.25E,61.25N,0000 16 Nov 2018,-9.252695
98.75E,61.25N,0000 16 Nov 2018,-13.93654
101.25E,61.25N,0000 16 Nov 2018,-2.96868
103.75E,61.25N,0000 16 Nov 2018,-2.958176
106.25E,61.25N,0000 16 Nov 2018,-5.950127
108.75E,61.25N,0000 16 Nov 2018,-4.886057
111.25E,61.25N,0000 16 Nov 2018,-13.48679
113.75E,61.25N,0000 16 Nov 2018,-8.208438
116.25E,61.25N,0000 16 Nov 2018,2.342708
118.75E,61.25N,0000 16 Nov 2018,-6.490035
121.25E,61.25N,0000 16 Nov 2018,-6.938308
123.75E,61.25N,0000 16 Nov 2018,-4.45144
126.25E,61.25N,0000 16 Nov 2018,-1.515951
128.75E,61.25N,0000 16 Nov 2018,3.857026
131.25E,61.25N,0000 16 Nov 2018,6.256308
133.75E,61.25N,0000 16 Nov 2018,2.704548
136.25E,61.25N,0000 16 Nov 2018,1.427631
138.75E,61.25N,0000 16 Nov 2018,0.8271727
141.25E,61.25N,0000 16 Nov 2018,-9.097926
143.75E,61.25N,0000 16 Nov 2018,-8.816207
146.25E,61.25N,0000 16 Nov 2018,5.346215
148.75E,61.25N,0000 16 Nov 2018,-4.829979
151.25E,61.25N,0000 16 Nov 2018,7.657181
153.75E,61.25N,0000 16 Nov 2018,11.46612
156.25E,61.25N,0000 16 Nov 2018,-2.088663
158.75E,61.25N,0000 16 Nov 2018,-5.498968
161.25E,61.25N,0000 16 Nov 2018,-1.113682
163.75E,61.25N,0000 16 Nov 2018,-11.6792
166.25E,61.25N,0000 16 Nov 2018,-12.34826
168.75E,61.25N,0000 16 Nov 2018,-16.26319
171.25E,61.25N,0000 16 Nov 2018,-18.93513
173.75E,61.25N,0000 16 Nov 2018,-22.10829
176.25E,61.25N,0000 16 Nov 2018,-6.9708
178.75E,61.25N,0000 16 Nov 2018,-24.81834
178.75W,61.25N,0000 16 Nov 2018,-21.75089
176.25W,61.25N,0000 16 Nov 2018,-19.39827
173.75W,61.25N,0000 16 Nov 2018,-21.12652
171.25W,61.25N,0000 16 Nov 2018,-18.31277
168.75W,61.25N,0000 16 Nov 2018,-15.97708
166.25W,61.25N,0000 16 Nov 2018,1.052949
163.75W,61.25N,0000 16 Nov 2018,2.09174
161.25W,61.25N,0000 16 Nov 2018,-9.377182
158.75W,61.25N,0000 16 Nov 2018,-21.41714
156.25W,61.25N,0000 16 Nov 2018,-9.04935
153.75W,61.25N,0000 16 Nov 2018,-11.94539
151.25W,61.25N,0000 16 Nov 2018,-0.9950066
148.75W,61.25N,0000 16 Nov 2018,-2.344562
146.25W,61.25N,0000 16 Nov 2018,25.40852
143.75W,61.25N,0000 16 Nov 2018,61.34713
141.25W,61.25N,0000 16 Nov 2018,22.27507
138.75W,61.25N,0000 16 Nov 2018,18.40175
136.25W,61.25N,0000 16 Nov 2018,-13.44917
133.75W,61.25N,0000 16 Nov 2018,-1.267002
131.25W,61.25N,0000 16 Nov 2018,9.196116
128.75W,61.25N,0000 16 Nov 2018,1.517501
126.25W,61.25N,0000 16 Nov 2018,0.05778015
123.75W,61.25N,0000 16 Nov 2018,0.7115132
121.25W,61.25N,0000 16 Nov 2018,-6.501684
118.75W,61.25N,0000 16 Nov 2018,-1.306356
116.25W,61.25N,0000 16 Nov 2018,-2.114936
113.75W,61.25N,0000 16 Nov 2018,-7.012582
111.25W,61.25N,0000 16 Nov 2018,-6.867097
108.75W,61.25N,0000 16 Nov 2018,-19.38223
106.25W,61.25N,0000 16 Nov 2018,-11.80883
103.75W,61.25N,0000 16 Nov 2018,-25.85857
101.25W,61.25N,0000 16 Nov 2018,-54.84069
98.75W,61.25N,0000 16 Nov 2018,-25.66589
96.25W,61.25N,0000 16 Nov 2018,-14.21753
93.75W,61.25N,0000 16 Nov 2018,-7.991252
91.25W,61.25N,0000 16 Nov 2018,0.5386555
88.75W,61.25N,0000 16 Nov 2018,0.2078569
86.25W,61.25N,0000 16 Nov 2018,-2.331292
83.75W,61.25N,0000 16 Nov 2018,-4.591774
81.25W,61.25N,0000 16 Nov 2018,-4.412617
78.75W,61.25N,0000 16 Nov 2018,-24.86255
76.25W,61.25N,0000 16 Nov 2018,-26.53929
73.75W,61.25N,0000 16 Nov 2018,-19.74559
71.25W,61.25N,0000 16 Nov 2018,-15.88251
68.75W,61.25N,0000 16 Nov 2018,3.202703
66.25W,61.25N,0000 16 Nov 2018,20.37138
63.75W,61.25N,0000 16 Nov 2018,-6.177911
61.25W,61.25N,0000 16 Nov 2018,-8.755313
58.75W,61.25N,0000 16 Nov 2018,-12.61092
56.25W,61.25N,0000 16 Nov 2018,-21.69244
53.75W,61.25N,0000 16 Nov 2018,-34.85856
51.25W,61.25N,0000 16 Nov 2018,-26.71349
48.75W,61.25N,0000 16 Nov 2018,-63.44975
